PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
1	chr1	565602	565800	+	0	NA	Intergenic	Intergenic	-1312	NR_125957	101928626	Hs.637667	NR_125957	ENSG00000230021	LOC101928626	-	uncharacterized LOC101928626	ncRNA	0.000256346502130644	1.08956088448788
2	chr1	1850352	1851350	+	0	NA	promoter-TSS (NM_178545)	promoter-TSS (NM_178545)	-133	NM_178545	339456	Hs.123423	NM_178545	ENSG00000178821	TMEM52	-	transmembrane protein 52	protein-coding	0.00013578102225693	-0.71759115501523
3	chr1	2187352	2187550	+	0	NA	intron (NM_003036, intron 1 of 6)	intron (NM_003036, intron 1 of 6)	27693	NM_003036	6497	Hs.656507	NM_003036	ENSG00000157933	SKI	SGS|SKV	SKI proto-oncogene	protein-coding	0.00058572883644422	-1.91647083977087
4	chr1	2313252	2313500	+	0	NA	intron (NR_125361, intron 5 of 6)	intron (NR_125361, intron 5 of 6)	9617	NR_125361	79906	Hs.642701	NM_024848	ENSG00000116151	MORN1	-	MORN repeat containing 1	protein-coding	0.00444784331194183	-0.846380977112281
5	chr1	2517002	2518900	+	0	NA	promoter-TSS (NR_036637)	promoter-TSS (NR_036637)	-11	NR_036637	127281	Hs.462033	NM_152371	ENSG00000157870	PRXL2B	C1orf93|FAM213B	peroxiredoxin like 2B	protein-coding	0.00446353191022167	-0.524819065326803
6	chr1	2738652	2738750	+	0	NA	Intergenic	Intergenic	-21268	NM_001242672	100287898	Hs.632363	NM_001242672	ENSG00000215912	TTC34	-	tetratricopeptide repeat domain 34	protein-coding	0.00567608675771586	-0.943908949816035
7	chr1	3236502	3236750	+	0	NA	intron (NM_199454, intron 3 of 16)	intron (NM_199454, intron 3 of 16)	-134603	NM_014448	27237	Hs.87435	NM_014448	ENSG00000130762	ARHGEF16	GEF16|NBR	Rho guanine nucleotide exchange factor 16	protein-coding	0.00198171698041052	-0.845967693538958
8	chr1	3612202	3612650	+	0	NA	intron (NM_001126242, intron 1 of 10)	L2b|LINE|L2	-2184	NM_001204192	7161	Hs.192132	NM_005427	ENSG00000078900	TP73	P73	tumor protein p73	protein-coding	0.00652550284235631	-1.17464656875317
9	chr1	3692552	3692850	+	0	NA	TTS (NM_001288583)	TTS (NM_001288583)	3350	NM_001163724	388588	Hs.22047	NM_001163724	ENSG00000235169	SMIM1	Vel	small integral membrane protein 1 (Vel blood group)	protein-coding	0.00319753716942649	-0.90267366605284
10	chr1	3816102	3818350	+	0	NA	promoter-TSS (NM_207356)	promoter-TSS (NM_207356)	258	NR_024455	100133612	Hs.307652	NR_024455	ENSG00000236423	LINC01134	-	long intergenic non-protein coding RNA 1134	ncRNA	0.00137161729798772	-0.513577933129005
11	chr1	5574702	5574900	+	0	NA	Intergenic	Intergenic	348000	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.00542091932771042	-0.91651706973237
12	chr1	5805902	5806200	+	0	NA	Intergenic	Intergenic	116750	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	8.49630539386147e-05	-1.00581914041191
13	chr1	6035252	6035550	+	0	NA	intron (NM_001291594, intron 1 of 25)	intron (NM_001291594, intron 1 of 25)	17084	NM_015102	261734	Hs.462348	NM_015102	ENSG00000131697	NPHP4	POC10|SLSN4	nephrocystin 4	protein-coding	2.64536531463551e-06	-1.05766544077442
14	chr1	6051402	6053300	+	0	NA	promoter-TSS (NM_001199861)	promoter-TSS (NM_001199861)	134	NM_015102	261734	Hs.462348	NM_015102	ENSG00000131697	NPHP4	POC10|SLSN4	nephrocystin 4	protein-coding	0.000351319495712735	-0.524055803206885
15	chr1	6094552	6094800	+	0	NA	promoter-TSS (NM_001199860)	promoter-TSS (NM_001199860)	-72	NM_001199860	8514	Hs.440497	NM_003636	ENSG00000069424	KCNAB2	AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	protein-coding	0.00109940064379578	-0.935312084069615
16	chr1	6168952	6169250	+	0	NA	intron (NM_015557, intron 38 of 41)	intron (NM_015557, intron 38 of 41)	63153	NM_001199862	8514	Hs.440497	NM_003636	ENSG00000069424	KCNAB2	AKR6A5|HKvbeta2|HKvbeta2.1|HKvbeta2.2|KCNA2B|KV-BETA-2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	protein-coding	0.00190384837431878	-0.811917253819127
17	chr1	8138352	8138500	+	0	NA	Intergenic	Intergenic	-52057	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.000406031451630947	1.4462475535869
18	chr1	8157352	8157900	+	0	NA	Intergenic	Intergenic	-71257	NM_018948	54206	Hs.605445	NM_018948	ENSG00000116285	ERRFI1	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1	protein-coding	0.00748547066373995	1.16446485167281
19	chr1	8938002	8939600	+	0	NA	promoter-TSS (NR_038351)	promoter-TSS (NR_038351)	-56	NM_001353346	2023	Hs.517145	NM_001428	ENSG00000074800	ENO1	ENO1L1|HEL-S-17|MPB1|NNE|PPH	enolase 1	protein-coding	0.00074114658355691	1.45837636500542
20	chr1	9533202	9533450	+	0	NA	Intergenic	Intergenic	-44271	NR_104622	100506022	Hs.131775	NR_104622	ENSG00000284693	LINC02606	-	long intergenic non-protein coding RNA 2606	ncRNA	0.00095774730913045	-1.07627152550115
21	chr1	9675752	9675850	+	0	NA	TTS (NM_001130924)	TTS (NM_001130924)	26832	NM_001010866	199953	Hs.632365	NM_001010866	ENSG00000188807	TMEM201	Ima1|NET5|SAMP1	transmembrane protein 201	protein-coding	0.00350639586611578	-1.01417169204047
22	chr1	10590452	10590650	+	0	NA	intron (NM_004565, intron 2 of 8)	intron (NM_004565, intron 2 of 8)	55544	NM_004565	5195	Hs.149983	NM_004565	ENSG00000142655	PEX14	NAPP2|PBD13A|Pex14p|dJ734G22.2	peroxisomal biogenesis factor 14	protein-coding	6.18257233188617e-05	-1.56986035437172
23	chr1	10848852	10849100	+	0	NA	intron (NM_001079843, intron 1 of 20)	intron (NM_001079843, intron 1 of 20)	7727	NM_001079843	54897	Hs.439894	NM_017766	ENSG00000130940	CASZ1	CAS11|CST|SRG|ZNF693|dJ734G22.1	castor zinc finger 1	protein-coding	7.15204288359848e-06	-1.5403704996448
24	chr1	11021152	11021350	+	0	NA	intron (NM_001366227, intron 3 of 10)	intron (NM_001366227, intron 3 of 10)	5493	NM_001366227	148345	Hs.127026	NM_173507	ENSG00000175262	C1orf127	-	chromosome 1 open reading frame 127	protein-coding	0.00232596720826285	-0.970501797812089
25	chr1	11071952	11073450	+	0	NA	promoter-TSS (NM_007375)	promoter-TSS (NM_007375)	22	NM_007375	23435	Hs.300624	NM_007375	ENSG00000120948	TARDBP	ALS10|TDP-43	TAR DNA binding protein	protein-coding	0.00839535864976714	0.858302385348299
26	chr1	11771252	11771450	+	0	NA	intron (NM_198545, intron 3 of 6)	intron (NM_198545, intron 3 of 6)	19584	NM_198545	374946	Hs.632364	NM_198545	ENSG00000162490	DRAXIN	AGPA3119|C1orf187|UNQ3119|neucrin	dorsal inhibitory axon guidance protein	protein-coding	0.00863263475673706	-1.15721936544901
27	chr1	11898802	11899000	+	0	NA	intron (NM_001256959, intron 21 of 21)	intron (NM_001256959, intron 21 of 21)	-1475	NR_037806	100379251	Hs.710015	NR_037806		NPPA-AS1	NPPA-AS|NPPAAS	NPPA antisense RNA 1	ncRNA	0.00108739846120946	-1.05080993273504
