PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
1	chr1	713852	714400	+	0	NA	promoter-TSS (NR_033908)	promoter-TSS (NR_033908)	-58	NR_033908	100288069	Hs.527521	NR_033908		LOC100288069	-	uncharacterized LOC100288069	ncRNA	0.000298259373792974	-0.746397408492237
2	chr1	935252	936350	+	0	NA	promoter-TSS (NM_001142467)	promoter-TSS (NM_001142467)	-324	NM_021170	57801	Hs.154029	NM_021170	ENSG00000188290	HES4	bHLHb42	hes family bHLH transcription factor 4	protein-coding	0.00723932263035959	-1.06569538525337
3	chr1	954552	955700	+	0	NA	promoter-TSS (NM_001305275)	promoter-TSS (NM_001305275)	-374	NM_198576	375790	Hs.273330	NM_198576	ENSG00000188157	AGRN	AGRIN|CMS8|CMSPPD	agrin	protein-coding	0.00561016032311724	-0.801864785936233
4	chr1	994552	995350	+	0	NA	promoter-TSS (NR_148960)	promoter-TSS (NR_148960)	-163	NR_148960	100288175	Hs.713286	NR_148960	ENSG00000217801	LOC100288175	-	uncharacterized LOC100288175	ncRNA	0.00535376773338538	-0.898946880331655
5	chr1	1014802	1015800	+	0	NA	Intergenic	Intergenic	-5615	NM_001205252	401934	Hs.568137	NM_001205252	ENSG00000237330	RNF223	-	ring finger protein 223	protein-coding	0.00377521850882739	-0.797542712718222
6	chr1	1051202	1052200	+	0	NA	promoter-TSS (NM_001363525)	promoter-TSS (NM_001363525)	-232	NM_001363525	54991	Hs.235095	NM_017891	ENSG00000131591	C1orf159	-	chromosome 1 open reading frame 159	protein-coding	5.58368657539893e-05	-0.776716361179503
7	chr1	1166852	1167950	+	0	NA	promoter-TSS (NM_080605)	promoter-TSS (NM_080605)	-20	NM_016176	51150	Hs.42806	NM_016176	ENSG00000078808	SDF4	Cab45|SDF-4	stromal cell derived factor 4	protein-coding	5.49654585005554e-06	-0.905997198880308
8	chr1	1208952	1209650	+	0	NA	promoter-TSS (NM_194458)	promoter-TSS (NM_194458)	-67	NM_194457	118424	Hs.191987	NM_058167	ENSG00000160087	UBE2J2	NCUBE-2|NCUBE2|PRO2121	ubiquitin conjugating enzyme E2 J2	protein-coding	0.000814424506529	-1.03074296360008
9	chr1	1242902	1244450	+	0	NA	promoter-TSS (NM_001346116)	promoter-TSS (NM_001346116)	-284	NM_001346116	126789	Hs.400659	NM_153339	ENSG00000169972	PUSL1	-	pseudouridine synthase like 1	protein-coding	0.000127391420653984	-1.08627029101695
10	chr1	1259752	1260600	+	0	NA	promoter-TSS (NM_001256456)	promoter-TSS (NM_001256456)	-6	NM_001029885	80772	Hs.515689	NM_001029885	ENSG00000224051	CPTP	GLTPD1	ceramide-1-phosphate transfer protein	protein-coding	0.00197140107636599	-0.866710942074403
