PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
1	chr1	3816102	3818350	+	0	NA	promoter-TSS (NM_207356)	promoter-TSS (NM_207356)	258	NR_024455	100133612	Hs.307652	NR_024455	ENSG00000236423	LINC01134	-	long intergenic non-protein coding RNA 1134	ncRNA	7.13326893584488e-06	1.09154105094005
2	chr1	5574702	5574900	+	0	NA	Intergenic	Intergenic	348000	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.00383881072520774	0.846062157332459
3	chr1	5805902	5806200	+	0	NA	Intergenic	Intergenic	116750	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.00779412537759034	0.8697087802253
4	chr1	5953802	5954000	+	0	NA	intron (NM_001291593, intron 13 of 26)	LTR13|LTR|ERVK	-31100	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.000231525841448565	1.0303065861231
5	chr1	6035252	6035550	+	0	NA	intron (NM_001291594, intron 1 of 25)	intron (NM_001291594, intron 1 of 25)	17084	NM_015102	261734	Hs.462348	NM_015102	ENSG00000131697	NPHP4	POC10|SLSN4	nephrocystin 4	protein-coding	0.00038403463480185	0.78281221744469
6	chr1	12167002	12167150	+	0	NA	intron (NM_001281430, intron 3 of 13)	intron (NM_001281430, intron 3 of 13)	43642	NM_001281430	943	Hs.1314	NM_001243	ENSG00000120949	TNFRSF8	CD30|D1S166E|Ki-1	TNF receptor superfamily member 8	protein-coding	0.00993832169135228	0.786995336070117
7	chr1	12332202	12332400	+	0	NA	intron (NM_015378, intron 17 of 69)	intron (NM_015378, intron 17 of 69)	42214	NM_018156	55187	Hs.439381	NM_015378	ENSG00000048707	VPS13D	SCAR4	vacuolar protein sorting 13 homolog D	protein-coding	0.00227254050069336	0.854131364976744
8	chr1	12661352	12661550	+	0	NA	intron (NM_004753, intron 1 of 5)	MLT1K|LTR|ERVL-MaLR	-4825	NM_001324370	9249	Hs.289347	NM_004753	ENSG00000162496	DHRS3	DD83.1|RDH17|Rsdr1|SDR1|SDR16C1|retSDR1	dehydrogenase/reductase 3	protein-coding	0.0067142198068329	0.871979848786435
9	chr1	12844102	12844200	+	0	NA	Intergenic	HERVK-int|LTR|ERVK	-7395	NM_023013	65121	Hs.454859	NM_023013	ENSG00000116721	PRAMEF1	-	PRAME family member 1	protein-coding	0.000604822345451584	1.18345338656226
10	chr1	13992202	13992500	+	0	NA	Intergenic	Intergenic	-34332	NM_001135610	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.000379980163253975	1.16665579981348
11	chr1	14052402	14052650	+	0	NA	intron (NM_001135610, intron 2 of 7)	MIR|SINE|MIR	21176	NM_015866	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	9.73644992221416e-07	1.27251885739361
12	chr1	14133752	14134000	+	0	NA	intron (NM_012231, intron 8 of 9)	L2a|LINE|L2	57966	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	5.43513302286943e-05	1.14563061939074
13	chr1	14286952	14287200	+	0	NA	Intergenic	Intergenic	211166	NM_001007257	7799	Hs.371823	NM_012231	ENSG00000116731	PRDM2	HUMHOXY1|KMT8|KMT8A|MTB-ZF|RIZ|RIZ1|RIZ2	PR/SET domain 2	protein-coding	0.00101973311884098	0.971210643190292
14	chr1	15241902	15242300	+	0	NA	intron (NM_201628, intron 1 of 14)	intron (NM_201628, intron 1 of 14)	-8524	NM_001370229	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding	0.000134700417739713	0.864027304030465
15	chr1	15364702	15364950	+	0	NA	intron (NM_001370231, intron 4 of 8)	intron (NM_001370231, intron 4 of 8)	92411	NM_001017999	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding	0.000184101042454163	1.04132769216926
16	chr1	15373052	15373350	+	0	NA	intron (NM_001370231, intron 5 of 8)	intron (NM_001370231, intron 5 of 8)	100786	NM_001017999	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding	0.00818718344720046	0.72497860353285
17	chr1	15631302	15631500	+	0	NA	intron (NM_052929, intron 6 of 30)	MamRep564|Unknown|Unknown	38978	NR_148918	101927417	Hs.715313	NR_148918	ENSG00000233485	LOC101927417	-	uncharacterized LOC101927417	ncRNA	0.00515069484680972	0.957327418640731
18	chr1	32914002	32914250	+	0	NA	Intergenic	LTR13|LTR|ERVK	-16547	NM_001145720	728116	Hs.647658	NM_001145720	ENSG00000273274	ZBTB8B	ZNF916B	zinc finger and BTB domain containing 8B	protein-coding	0.00141940009915034	0.992041038135832
19	chr1	33472852	33473150	+	0	NA	TTS (NR_134976)	TTS (NR_134976)	29483	NM_001319139	204	Hs.470907	NM_001625	ENSG00000004455	AK2	ADK2	adenylate kinase 2	protein-coding	0.00533801872509885	0.740759943821546
