PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
1	chr1	2187352	2187550	+	0	NA	intron (NM_003036, intron 1 of 6)	intron (NM_003036, intron 1 of 6)	27693	NM_003036	6497	Hs.656507	NM_003036	ENSG00000157933	SKI	SGS|SKV	SKI proto-oncogene	protein-coding	1.19842425162689e-12	-2.28402369618904
2	chr1	2738652	2738750	+	0	NA	Intergenic	Intergenic	-21268	NM_001242672	100287898	Hs.632363	NM_001242672	ENSG00000215912	TTC34	-	tetratricopeptide repeat domain 34	protein-coding	0.00149304722054512	-1.01038435469087
3	chr1	3612202	3612650	+	0	NA	intron (NM_001126242, intron 1 of 10)	L2b|LINE|L2	-2184	NM_001204192	7161	Hs.192132	NM_005427	ENSG00000078900	TP73	P73	tumor protein p73	protein-coding	0.00354844882962199	-0.747482415239534
4	chr1	3692552	3692850	+	0	NA	TTS (NM_001288583)	TTS (NM_001288583)	3350	NM_001163724	388588	Hs.22047	NM_001163724	ENSG00000235169	SMIM1	Vel	small integral membrane protein 1 (Vel blood group)	protein-coding	1.92827497330259e-06	-1.57202701790081
5	chr1	3702102	3702250	+	0	NA	intron (NM_020710, intron 2 of 6)	intron (NM_020710, intron 2 of 6)	10886	NM_020710	57470	Hs.268488	NM_020710	ENSG00000130764	LRRC47	-	leucine rich repeat containing 47	protein-coding	0.00508578108452866	-1.06519094514475
6	chr1	3773152	3775050	+	0	NA	promoter-TSS (NM_014704)	promoter-TSS (NM_014704)	61	NM_001320136	1677	Hs.133089	NM_004402	ENSG00000169598	DFFB	CAD|CPAN|DFF-40|DFF2|DFF40	DNA fragmentation factor subunit beta	protein-coding	8.43539618141034e-06	-0.938833999099448
7	chr1	3816102	3818350	+	0	NA	promoter-TSS (NM_207356)	promoter-TSS (NM_207356)	258	NR_024455	100133612	Hs.307652	NR_024455	ENSG00000236423	LINC01134	-	long intergenic non-protein coding RNA 1134	ncRNA	7.82651656375001e-09	-0.8443187798027
8	chr1	3827352	3827850	+	0	NA	intron (NR_024455, intron 2 of 3)	intron (NR_024455, intron 2 of 3)	10633	NR_024455	100133612	Hs.307652	NR_024455	ENSG00000236423	LINC01134	-	long intergenic non-protein coding RNA 1134	ncRNA	8.3832970040338e-09	-1.24056544156971
9	chr1	5570002	5570250	+	0	NA	Intergenic	Intergenic	352675	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.00200150694154276	-1.03601457557524
10	chr1	5574702	5574900	+	0	NA	Intergenic	Intergenic	348000	NR_039838	100616421		NR_039838	ENSG00000264101	MIR4689	mir-4689	microRNA 4689	ncRNA	0.00249111461444345	-0.93176377800573
