PeakID (cmd=annotatePeaks.pl /dev/fd/63 hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	FDR	logFC
1	chr1	713852	714400	+	0	NA	promoter-TSS (NR_033908)	promoter-TSS (NR_033908)	-58	NR_033908	100288069	Hs.527521	NR_033908		LOC100288069	-	uncharacterized LOC100288069	ncRNA	7.67542934540967e-05	-1.20049937174165
2	chr1	894552	894900	+	0	NA	promoter-TSS (NM_015658)	promoter-TSS (NM_015658)	-90	NM_015658	26155	Hs.405987	NM_015658	ENSG00000188976	NOC2L	NET15|NET7|NIR|PPP1R112	NOC2 like nucleolar associated transcriptional repressor	protein-coding	0.00239416725129969	-1.11960760466722
3	chr1	935252	936350	+	0	NA	promoter-TSS (NM_001142467)	promoter-TSS (NM_001142467)	-324	NM_021170	57801	Hs.154029	NM_021170	ENSG00000188290	HES4	bHLHb42	hes family bHLH transcription factor 4	protein-coding	6.47551345949812e-05	-1.347116835099
4	chr1	937102	937500	+	0	NA	Intergenic	CpG-24	-1824	NM_021170	57801	Hs.154029	NM_021170	ENSG00000188290	HES4	bHLHb42	hes family bHLH transcription factor 4	protein-coding	0.00550246412708425	-1.20632275755907
5	chr1	954552	955700	+	0	NA	promoter-TSS (NM_001305275)	promoter-TSS (NM_001305275)	-374	NM_198576	375790	Hs.273330	NM_198576	ENSG00000188157	AGRN	AGRIN|CMS8|CMSPPD	agrin	protein-coding	6.34164133242715e-05	-1.44171318081899
6	chr1	994552	995350	+	0	NA	promoter-TSS (NR_148960)	promoter-TSS (NR_148960)	-163	NR_148960	100288175	Hs.713286	NR_148960	ENSG00000217801	LOC100288175	-	uncharacterized LOC100288175	ncRNA	0.00949121252034412	-1.07015362200822
7	chr1	1014802	1015800	+	0	NA	Intergenic	Intergenic	-5615	NM_001205252	401934	Hs.568137	NM_001205252	ENSG00000237330	RNF223	-	ring finger protein 223	protein-coding	8.48730406865902e-08	-2.53030313033971
8	chr1	1051202	1052200	+	0	NA	promoter-TSS (NM_001363525)	promoter-TSS (NM_001363525)	-232	NM_001363525	54991	Hs.235095	NM_017891	ENSG00000131591	C1orf159	-	chromosome 1 open reading frame 159	protein-coding	6.04141729762716e-05	-0.951925313657212
9	chr1	1092802	1093750	+	0	NA	Intergenic	CpG	-9208	NR_029639	406984		NR_029639	ENSG00000207730	MIR200B	MIRN200B|mir-200b	microRNA 200b	ncRNA	0.00502030822721823	-1.51566211249835
10	chr1	1166852	1167950	+	0	NA	promoter-TSS (NM_080605)	promoter-TSS (NM_080605)	-20	NM_016176	51150	Hs.42806	NM_016176	ENSG00000078808	SDF4	Cab45|SDF-4	stromal cell derived factor 4	protein-coding	9.97468894885214e-06	-1.27876201568921
11	chr1	1208952	1209650	+	0	NA	promoter-TSS (NM_194458)	promoter-TSS (NM_194458)	-67	NM_194457	118424	Hs.191987	NM_058167	ENSG00000160087	UBE2J2	NCUBE-2|NCUBE2|PRO2121	ubiquitin conjugating enzyme E2 J2	protein-coding	4.30399991939807e-06	-1.47000671069375
12	chr1	1242902	1244450	+	0	NA	promoter-TSS (NM_001346116)	promoter-TSS (NM_001346116)	-284	NM_001346116	126789	Hs.400659	NM_153339	ENSG00000169972	PUSL1	-	pseudouridine synthase like 1	protein-coding	0.00240314071715018	-0.954797413616844
13	chr1	1259752	1260600	+	0	NA	promoter-TSS (NM_001256456)	promoter-TSS (NM_001256456)	-6	NM_001029885	80772	Hs.515689	NM_001029885	ENSG00000224051	CPTP	GLTPD1	ceramide-1-phosphate transfer protein	protein-coding	0.000235106377644021	-1.30235834986138
14	chr1	1280102	1280750	+	0	NA	intron (NM_001330311, intron 1 of 14)	intron (NM_001330311, intron 1 of 14)	4372	NM_004421	1855	Hs.731450	NM_004421	ENSG00000107404	DVL1	DRS2|DVL|DVL1L1|DVL1P1	dishevelled segment polarity protein 1	protein-coding	1.18327944211696e-06	-1.88373778656129
15	chr1	1283402	1283600	+	0	NA	intron (NM_001330311, intron 1 of 14)	intron (NM_001330311, intron 1 of 14)	1297	NM_004421	1855	Hs.731450	NM_004421	ENSG00000107404	DVL1	DRS2|DVL|DVL1L1|DVL1P1	dishevelled segment polarity protein 1	protein-coding	0.00776726353999865	-1.19397368229006
16	chr1	1310352	1311050	+	0	NA	promoter-TSS (NM_001127230)	promoter-TSS (NM_001127230)	-114	NM_017900	54998	Hs.632515	NM_017900	ENSG00000175756	AURKAIP1	AIP|AKIP|MRP-S38	aurora kinase A interacting protein 1	protein-coding	1.37878079917483e-07	-1.66497973153502
17	chr1	1334402	1335250	+	0	NA	promoter-TSS (NR_015434)	promoter-TSS (NR_015434)	-84	NR_015434	148413	Hs.741357	NR_015434	ENSG00000224870	MRPL20-AS1	-	MRPL20 antisense RNA 1	ncRNA	0.000933139008015363	-0.799908595902305
18	chr1	1406802	1407250	+	0	NA	promoter-TSS (NM_031921)	promoter-TSS (NM_031921)	-119	NM_031921	83858	Hs.729021	NM_031921	ENSG00000160072	ATAD3B	AAA-TOB3|TOB3	ATPase family AAA domain containing 3B	protein-coding	0.00312367858415914	-1.36973195577763
19	chr1	1440202	1440700	+	0	NA	Intergenic	LTR13|LTR|ERVK	-7091	NM_018188	55210	Hs.23413	NM_018188	ENSG00000197785	ATAD3A	HAYOS	ATPase family AAA domain containing 3A	protein-coding	0.00696308908342038	-1.13586869748447
20	chr1	1446902	1447650	+	0	NA	promoter-TSS (NM_001170535)	promoter-TSS (NM_001170535)	-266	NM_018188	55210	Hs.23413	NM_018188	ENSG00000197785	ATAD3A	HAYOS	ATPase family AAA domain containing 3A	protein-coding	7.67907001002882e-09	-2.10117777483409
21	chr1	1550452	1551750	+	0	NA	promoter-TSS (NR_146324)	promoter-TSS (NR_146324)	-134	NM_001170689	142678	Hs.135805	NM_080875	ENSG00000197530	MIB2	ZZANK1|ZZZ5	mindbomb E3 ubiquitin protein ligase 2	protein-coding	3.39296606879951e-07	-1.59581970566458
22	chr1	1677802	1678000	+	0	NA	promoter-TSS (NM_182838)	promoter-TSS (NM_182838)	-463	NM_001199787	9906	Hs.655255	NM_182838	ENSG00000215790	SLC35E2A	SLC35E2	solute carrier family 35 member E2A	protein-coding	0.0012098276362116	-1.22663896773561
